Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Weekend,Peak Hour
Downtown Core,Marina Centre,1.29185075136,103.859718632,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,30.13,9.65,647.66,1,15.68,1,0
Downtown Core,Marina Centre,1.29185075136,103.859718632,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.5,10.45,729.28,1,9.5,1,1
Downtown Core,Marina Centre,1.29185075136,103.859718632,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,27.53,6.97,461.65,1,17.67,1,1
Downtown Core,Marina Centre,1.29185075136,103.859718632,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,29.57,9.0,611.55,1,17.92,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.92,8.22,533.13,0,0.7,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,11.23,9.92,648.07,0,1.32,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.92,8.22,533.13,0,0.7,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,11.23,9.92,648.07,0,1.32,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.92,8.22,533.13,0,0.7,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,11.23,9.92,648.07,0,1.32,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.92,8.22,533.13,0,0.7,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,11.23,9.92,648.07,0,1.32,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,13.17,12.47,803.28,0,0.7,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,15.48,14.17,918.22,0,1.32,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,13.17,12.47,803.28,0,0.7,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,15.48,14.17,918.22,0,1.32,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,13.17,12.47,803.28,0,0.7,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,15.48,14.17,918.22,0,1.32,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,13.17,12.47,803.28,0,0.7,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,15.48,14.17,918.22,0,1.32,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,20.22,8.55,525.83,0,11.67,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,22.23,8.55,525.83,1,11.18,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.9,13.93,876.22,1,9.18,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.88,10.13,634.21,1,11.17,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.9,12.48,771.33,0,12.42,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,26.05,8.55,525.83,1,11.18,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,20.22,8.55,525.83,0,11.67,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,22.23,8.55,525.83,1,11.18,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.9,13.93,876.22,1,9.18,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.88,10.13,634.21,1,11.17,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.9,12.48,771.33,0,12.42,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,26.05,8.55,525.83,1,11.18,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.92,10.87,705.48,1,11.55,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.78,9.5,612.83,0,16.28,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.73,7.38,478.54,1,17.0,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.78,9.5,612.83,0,16.28,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.23,7.38,478.54,1,16.05,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,27.37,10.87,705.48,1,11.53,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.92,10.87,705.48,1,11.55,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.78,9.5,612.83,0,16.28,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.73,7.38,478.54,1,17.0,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.78,9.5,612.83,0,16.28,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.23,7.38,478.54,1,16.05,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,27.37,10.87,705.48,1,11.53,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,24.52,9.38,619.3,1,12.35,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,26.2,11.77,770.15,1,11.13,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.33,7.63,485.15,0,19.7,0,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,24.47,9.93,638.52,1,11.62,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.7,11.77,770.15,1,11.13,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.88,12.97,848.97,1,11.13,0,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,24.52,9.38,619.3,1,12.35,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,26.2,11.77,770.15,1,11.13,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.33,7.63,485.15,0,19.7,1,0
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,24.47,9.93,638.52,1,11.62,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.7,11.77,770.15,1,11.13,1,1
Downtown Core,Maxwell,1.27941518164,103.845826655,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.88,12.97,848.97,1,11.13,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.58,6.77,424.89,0,5.82,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,13.83,8.47,515.02,0,5.37,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.58,6.77,424.89,0,5.82,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,13.32,8.47,515.02,0,4.85,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.58,6.77,424.89,0,5.82,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,13.83,8.47,515.02,0,5.37,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.58,6.77,424.89,0,5.82,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,13.32,8.47,515.02,0,4.85,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.2,10.88,692.89,0,6.32,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.72,10.88,692.89,0,6.83,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.2,10.88,692.89,0,6.32,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.55,11.73,746.38,0,5.82,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.2,10.88,692.89,0,6.32,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.72,10.88,692.89,0,6.83,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.2,10.88,692.89,0,6.32,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.55,11.73,746.38,0,5.82,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.18,9.6,614.03,0,14.58,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.58,13.38,847.1,0,11.2,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.55,13.38,847.1,0,12.17,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.18,9.6,614.03,0,14.58,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.58,13.38,847.1,0,11.2,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.55,13.38,847.1,0,12.17,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.18,9.6,614.03,0,14.58,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.58,13.38,847.1,0,11.2,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.55,13.38,847.1,0,12.17,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.18,9.6,614.03,0,14.58,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.58,13.38,847.1,0,11.2,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,25.55,13.38,847.1,0,12.17,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.02,10.17,583.23,0,14.85,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.15,7.32,420.57,0,15.83,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,27.6,7.32,420.57,1,15.82,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.02,10.17,583.23,0,14.85,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.13,7.32,420.57,0,15.82,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.15,7.32,420.57,0,15.83,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,27.6,7.32,420.57,1,15.82,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.92,16.75,1079.31,0,7.17,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.98,13.63,853.71,0,14.35,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,32.68,8.92,558.24,1,21.38,0,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.92,16.75,1079.31,0,7.17,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,25.23,12.73,811.49,1,9.58,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.17,9.3,601.42,1,16.98,0,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.92,16.75,1079.31,0,7.17,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,27.98,13.63,853.71,0,14.35,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,32.68,8.92,558.24,1,21.38,1,0
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.92,16.75,1079.31,0,7.17,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,25.23,12.73,811.49,1,9.58,1,1
Downtown Core,Phillip,1.28527684331,103.848654176,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.17,9.3,601.42,1,16.98,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,10.07,6.7,432.47,0,3.37,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,10.07,6.7,432.47,0,3.37,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,10.07,6.7,432.47,0,3.37,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,10.07,6.7,432.47,0,3.37,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,14.32,10.95,702.62,0,3.37,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,14.32,10.95,702.62,0,3.37,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,14.32,10.95,702.62,0,3.37,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,14.32,10.95,702.62,0,3.37,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.67,7.65,489.88,1,9.52,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.5,7.65,489.88,1,9.5,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.87,6.28,402.02,0,14.58,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.73,7.65,489.88,1,9.5,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.13,7.65,489.88,1,9.52,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.93,8.12,511.31,1,13.67,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.67,7.65,489.88,1,9.52,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.5,7.65,489.88,1,9.5,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.87,6.28,402.02,0,14.58,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.73,7.65,489.88,1,9.5,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.13,7.65,489.88,1,9.52,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,24.93,8.12,511.31,1,13.67,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.25,15.22,966.41,0,8.03,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.03,12.57,780.23,1,9.03,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.52,6.27,364.15,2,13.8,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.25,15.22,966.41,0,8.03,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.47,6.88,394.52,2,10.0,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,26.25,11.9,737.45,0,14.35,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.25,15.22,966.41,0,8.03,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.03,12.57,780.23,1,9.03,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,25.52,6.27,364.15,2,13.8,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,23.25,15.22,966.41,0,8.03,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,24.47,6.88,394.52,2,10.0,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,26.25,11.9,737.45,0,14.35,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,19.27,6.17,403.7,1,10.32,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.3,12.27,796.23,1,8.03,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,25.03,8.5,545.11,1,13.4,0,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,18.73,6.17,403.7,1,10.32,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,21.1,8.57,562.67,1,9.98,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.03,12.27,796.23,1,8.03,0,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,19.27,6.17,403.7,1,10.32,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.3,12.27,796.23,1,8.03,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,25.03,8.5,545.11,1,13.4,1,0
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,18.73,6.17,403.7,1,10.32,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,21.1,8.57,562.67,1,9.98,1,1
Downtown Core,Raffles Place,1.28372000024,103.851007382,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,23.03,12.27,796.23,1,8.03,1,1
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.6,7.28,464.86,0,1.32,0,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.8,4.3,273.4,0,8.5,0,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.6,7.28,464.86,0,1.32,0,1
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.8,4.3,273.4,0,8.5,0,1
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.6,7.28,464.86,0,1.32,1,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.8,4.3,273.4,0,8.5,1,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,8.6,7.28,464.86,0,1.32,1,1
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,12.8,4.3,273.4,0,8.5,1,1
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,12.85,11.53,735.01,0,1.32,0,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,17.77,9.27,594.89,0,8.5,0,0
Downtown Core,Tanjong Pagar,1.27588451919,103.845878602,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,12.85,11.53,735.01,0,1.32,0,1
