"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Duration..min.","WalkTime..min.","WalkDistance..m.","Transfers","TransitTime..min.","Heuristic.Distance..km.","Weekend","Peak.Hour"
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,36.28,15.03,967.43,2,15.72,5.83510195194417,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,37.6,15.03,967.43,2,15.68,5.83510195194417,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,40.13,15.03,967.43,2,15.7,5.83510195194417,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,38.1,15.03,967.43,2,15.68,5.83510195194417,1,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,40.78,15.03,967.43,2,15.72,5.83510195194417,1,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,50.07,25.63,1702.01,1,21.57,5.83510195194417,1,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,36.98,17.45,1154.41,1,16.5,7.23727543060194,0,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,38.95,15.63,1045.74,1,19.35,7.23727543060194,0,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,40.3,12.55,841.8,2,20.3,7.23727543060194,0,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,36.5,17.45,1154.41,1,16.5,7.23727543060194,0,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,37.6,15.63,1045.74,1,19.35,7.23727543060194,0,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,40.8,12.55,841.8,2,20.3,7.23727543060194,0,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,36.98,17.45,1154.41,1,16.5,7.23727543060194,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,38.95,15.63,1045.74,1,19.35,7.23727543060194,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,40.3,12.55,841.8,2,20.3,7.23727543060194,1,0
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,36.5,17.45,1154.41,1,16.5,7.23727543060194,1,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,37.6,15.63,1045.74,1,19.35,7.23727543060194,1,1
"Sungei Kadut","Kranji",1.434328023,103.7593359,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,40.8,12.55,841.8,2,20.3,7.23727543060194,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,36.73,10.57,679.28,1,23.07,3.39171210866195,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.75,23.05,1503.74,0,18.7,3.39171210866195,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,37.23,10.57,679.28,1,23.07,3.39171210866195,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.75,23.05,1503.74,0,18.7,3.39171210866195,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,42.2,13.97,902.33,1,21.12,3.39171210866195,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,36.73,10.57,679.28,1,23.07,3.39171210866195,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.75,23.05,1503.74,0,18.7,3.39171210866195,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,37.23,10.57,679.28,1,23.07,3.39171210866195,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.75,23.05,1503.74,0,18.7,3.39171210866195,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,42.2,13.97,902.33,1,21.12,3.39171210866195,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33,15.52,973.15,1,14.12,3.5636613425672,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33.13,12.78,797.46,2,14.58,3.5636613425672,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,35.87,23.45,1504.43,0,12.42,3.5636613425672,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,31.95,15.52,973.15,1,14.12,3.5636613425672,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33.27,12.78,797.46,2,14.62,3.5636613425672,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,35.87,23.45,1504.43,0,12.42,3.5636613425672,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33,15.52,973.15,1,14.12,3.5636613425672,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33.13,12.78,797.46,2,14.58,3.5636613425672,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,35.87,23.45,1504.43,0,12.42,3.5636613425672,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,31.95,15.52,973.15,1,14.12,3.5636613425672,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,33.27,12.78,797.46,2,14.62,3.5636613425672,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,35.87,23.45,1504.43,0,12.42,3.5636613425672,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,38.58,17.23,1084.91,1,19.17,3.70573725161884,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.38,25.85,1710.42,0,15.53,3.70573725161884,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.4,25.85,1710.42,0,15.55,3.70573725161884,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,39.33,17.23,1084.91,1,19.18,3.70573725161884,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.38,25.85,1710.42,0,15.53,3.70573725161884,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,46.77,15.33,940.06,1,28.68,3.70573725161884,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,38.58,17.23,1084.91,1,19.17,3.70573725161884,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.38,25.85,1710.42,0,15.53,3.70573725161884,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.4,25.85,1710.42,0,15.55,3.70573725161884,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,39.33,17.23,1084.91,1,19.18,3.70573725161884,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.38,25.85,1710.42,0,15.53,3.70573725161884,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,46.77,15.33,940.06,1,28.68,3.70573725161884,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,50.53,19.65,1292.44,2,24.63,5.44904242713927,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,59.15,16.63,1098.6,2,29.12,5.44904242713927,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,60.72,25.25,1724.11,1,25.48,5.44904242713927,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,55.15,16.63,1098.6,2,29.12,5.44904242713927,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,55.45,27.2,1856.31,1,25.48,5.44904242713927,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,59.13,25.7,1754.08,1,30.37,5.44904242713927,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,50.53,19.65,1292.44,2,24.63,5.44904242713927,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,59.15,16.63,1098.6,2,29.12,5.44904242713927,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,60.72,25.25,1724.11,1,25.48,5.44904242713927,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,55.15,16.63,1098.6,2,29.12,5.44904242713927,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,55.45,27.2,1856.31,1,25.48,5.44904242713927,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"WOODLANDS HEALTH",1.425362,103.795606,59.13,25.7,1754.08,1,30.37,5.44904242713927,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,48.75,20.88,1370.61,1,25.12,6.72323902629607,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,51.87,18.45,1187.93,2,26.55,6.72323902629607,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,55.78,9.97,645.87,1,39.9,6.72323902629607,0,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,49.57,20.88,1370.61,1,25.12,6.72323902629607,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,50.23,18.52,1219.2,2,26.08,6.72323902629607,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,52.82,18.45,1187.93,2,26.55,6.72323902629607,0,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,48.75,20.88,1370.61,1,25.12,6.72323902629607,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,51.87,18.45,1187.93,2,26.55,6.72323902629607,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,55.78,9.97,645.87,1,39.9,6.72323902629607,1,0
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,49.57,20.88,1370.61,1,25.12,6.72323902629607,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,50.23,18.52,1219.2,2,26.08,6.72323902629607,1,1
"Sungei Kadut","Pang Sua",1.412620474,103.7482725,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,52.82,18.45,1187.93,2,26.55,6.72323902629607,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,37.82,6.97,414.36,0,30.85,3.25856858284451,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.5,13.08,835.29,1,26.23,3.25856858284451,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,37.82,6.97,414.36,0,30.85,3.25856858284451,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,37.82,6.97,414.36,0,30.85,3.25856858284451,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,41.5,13.08,835.29,1,26.23,3.25856858284451,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,37.82,6.97,414.36,0,30.85,3.25856858284451,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,49.33,13.57,881.04,2,30.37,5.4760468914006,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,57.03,15.62,1066.65,1,37.93,5.4760468914006,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,57.95,8.32,560.25,1,40.78,5.4760468914006,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,50.4,16.5,1111.4,1,31.62,5.4760468914006,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,52.95,8.32,560.25,1,40.78,5.4760468914006,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,56.63,6.82,458.02,1,45.67,5.4760468914006,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,49.33,13.57,881.04,2,30.37,5.4760468914006,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,57.03,15.62,1066.65,1,37.93,5.4760468914006,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,57.95,8.32,560.25,1,40.78,5.4760468914006,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,50.4,16.5,1111.4,1,31.62,5.4760468914006,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,52.95,8.32,560.25,1,40.78,5.4760468914006,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"WOODLANDS HEALTH",1.425362,103.795606,56.63,6.82,458.02,1,45.67,5.4760468914006,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.02,6.33,411.06,1,31.58,5.52322740855563,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,42.52,6.33,411.06,1,31.58,5.52322740855563,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,45.02,6.33,411.06,1,31.58,5.52322740855563,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,49,8.48,517.25,2,34.13,5.52322740855563,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,41.02,6.33,411.06,1,31.58,5.52322740855563,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,42.52,6.33,411.06,1,31.58,5.52322740855563,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,45.02,6.33,411.06,1,31.58,5.52322740855563,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,49,8.48,517.25,2,34.13,5.52322740855563,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,37.28,11.28,704.93,1,22.63,5.62482144125456,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,37.42,8.55,529.24,2,23.1,5.62482144125456,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,40.15,19.22,1236.21,0,20.93,5.62482144125456,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,36.1,8.55,529.24,2,23.1,5.62482144125456,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,36.28,11.28,704.93,1,22.63,5.62482144125456,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,37.28,11.28,704.93,1,22.63,5.62482144125456,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,37.42,8.55,529.24,2,23.1,5.62482144125456,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,40.15,19.22,1236.21,0,20.93,5.62482144125456,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,36.1,8.55,529.24,2,23.1,5.62482144125456,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,36.28,11.28,704.93,1,22.63,5.62482144125456,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,45.97,18.77,1248.94,1,23.75,8.66455997117866,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,48.7,10.9,704.23,1,34.93,8.66455997117866,0,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,50.25,9.08,595.56,1,37.8,8.66455997117866,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,50.7,6,391.62,2,38.75,8.66455997117866,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,51.47,15.68,1045,2,24.7,8.66455997117866,0,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,45.97,18.77,1248.94,1,23.75,8.66455997117866,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,48.7,10.9,704.23,1,34.93,8.66455997117866,1,0
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,50.25,9.08,595.56,1,37.8,8.66455997117866,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,50.7,6,391.62,2,38.75,8.66455997117866,1,1
"Sungei Kadut","Reservoir View",1.431742313,103.7467586,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,51.47,15.68,1045,2,24.7,8.66455997117866,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.65,23.9,1577.55,0,7.75,1.94737812626709,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.67,23.9,1577.55,0,7.77,1.94737812626709,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.65,23.9,1577.55,0,7.75,1.94737812626709,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.82,26.5,1755.6,0,5.32,1.94737812626709,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.65,23.9,1577.55,0,7.75,1.94737812626709,1,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.67,23.9,1577.55,0,7.77,1.94737812626709,1,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.65,23.9,1577.55,0,7.75,1.94737812626709,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,31.82,26.5,1755.6,0,5.32,1.94737812626709,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,45.3,25.25,1723.44,1,17.7,3.63886942411662,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,50.03,23.17,1590.79,1,24.52,3.63886942411662,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,51.17,23.1,1566.34,1,25.52,3.63886942411662,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,45.67,30.63,2093.04,1,11.05,3.63886942411662,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,47.42,23.3,1591.24,2,17.18,3.63886942411662,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,47.98,23.3,1591.24,1,17.7,3.63886942411662,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,45.3,25.25,1723.44,1,17.7,3.63886942411662,1,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,50.03,23.17,1590.79,1,24.52,3.63886942411662,1,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,51.17,23.1,1566.34,1,25.52,3.63886942411662,1,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,45.67,30.63,2093.04,1,11.05,3.63886942411662,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,47.42,23.3,1591.24,2,17.18,3.63886942411662,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"WOODLANDS HEALTH",1.425362,103.795606,47.98,23.3,1591.24,1,17.7,3.63886942411662,1,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.38,21.15,1418.25,1,18,3.96732841402406,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.4,23.88,1593.94,0,17.52,3.96732841402406,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.4,23.88,1593.94,0,17.52,3.96732841402406,0,0
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.4,23.88,1593.94,0,17.52,3.96732841402406,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.4,23.88,1593.94,0,17.52,3.96732841402406,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.4,23.88,1593.94,0,17.52,3.96732841402406,0,1
"Sungei Kadut","Turf Club",1.418780662,103.7635396,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,41.38,21.15,1418.25,1,18,3.96732841402406,1,0
